Warning: truncated output (original token count: 119020)
Total output lines: 472

id,area,title,persona,journey,expected,entry_points,qa_status,bug_ids,fix_status,retest_status,fix_commits,evidence,last_report,overlaps,notes
RT-041,RT,Active workspace scoping (web),Operator,J-11,"The explicit route workspace scopes Session and Network reads, mutations, loaders, and cache identity during transitions; switching the active workspace only re-scopes the UI and never stops background sessions; returning to a session preserves its bounded transcript; opening a session owned by another workspace redirects with truthful context.",web workspace system; session route,untested,BUG-0020,fixed,pass,pending local diff,`systems/workspace/index.ts:26-39`; `agents.$name.sessions.$id.tsx:166`; `use-session-actions.ts:52-68`; qa/evidence/batch-004-context-settings/rt039-rt041-browser-blocked.json; docs/qa/reports/2026-07-08-session-improvements.md; docs/qa/evidence/2026-07-08-session-improvements/browser-switchback-fixed-clean-primary.png; docs/qa/evidence/2026-07-08-session-improvements/http-running-detail.json; docs/qa/evidence/2026-07-08-session-improvements/http-stream-transcript-stale.sse,docs/qa/reports/2026-07-08-session-improvements.md,,"story: As an operator I want a persisted active workspace that scopes session lists and a guard that prevents cross-workspace mismatch || errors: Active workspace scoping and session workspace guard are web client behaviors requiring browser/local-storage/router execution. QA bootstrap browser.mode=blocked because neither browser-use plugin nor agent-browser CLI is available; workspace/session API scoping was covered by RT-005..RT-015, but web guard remains untested. || migrated-status: qa=Blocked | error=Environment blocker | fix=Blocked | retest=Blocked || Mutations throw ""No active workspace selected"" (400) when unset. No product failure claimed; requires browser automation to complete. || task_13: workspace mismatch still redirects, but now emits an explanatory notice naming the session and owning workspace; flag for the next browser QA cycle. || src: docs/qa/_seeds/feature-stories/01_analysis_runtime-sessions.md || inventory: Needs QA || Task43 QA 2026-07-08: BUG-0020 fixed and retested; return/workspace-switch path renders the running transcript after provider-commit guard and E2E-web retest. || QA impact 2026-07-11: session catalogs became counted cursor pages with exact totals; transcript REST/SSE changed to bounded materialized pages with epoch/generation fences; attach, clear, lifecycle convergence, cache return, prompt persistence and scroll anchoring changed. Status remains untested for the changed contract. Planning update only; historical evidence and bug/fix/retest fields preserved; no QA session ran."
RT-042,RT,HTTP/UDS transport parity,Operator/Agent,J-15,"Each public handler is registered on HTTP and UDS with matching counted envelopes, filters, cursors, metadata, validation errors, and behavior; HTTP additionally applies loopback and privileged-mutation guards where specified, while domain-specific CLI/native parity remains owned by its domain scenario.",`httpapi/routes.go` vs `udsapi/routes.go`,untested,,,,,`httpapi/routes.go:6-526`; `udsapi/routes.go:6-549`; qa/evidence/batch-004-context-settings/rt042-*; docs/qa/reports/2026-07-08-session-improvements.md,docs/qa/reports/2026-07-08-session-improvements.md,,"story: As an agent I want every runtime verb available over both HTTP and the UDS/CLI socket so I am not UI-dependent || errors: Transport parity sample passed: HTTP and UDS-backed CLI returned matching workspace IDs, provider IDs, and workspace-visible agent names when using the correct `workspace` query parameter. Settings sandboxes HTTP and UDS-backed config list were both reachable. An earlier parity attempt used `workspace_id` for `/api/agents`, which is not the handler contract; retest with `workspace` passed. || Sampled representative read surfaces after the per-feature HTTP/UDS tests already covered the individual verbs. HTTP privileged/loopback guard policy was not exhaustively revalidated here. || src: docs/qa/_seeds/feature-stories/01_analysis_runtime-sessions.md || inventory: Needs QA || Task43 QA 2026-07-08: scenario covered by persona charter plus required E2E lanes; no open truthful-UI blocker observed. || QA impact 2026-07-11: session catalogs became counted cursor pages with exact totals; transcript REST/SSE changed to bounded materialized pages with epoch/generation fences; attach, clear, lifecycle convergence, cache return, prompt persistence and scroll anchoring changed. Stale verdict reset to untested. Planning update only; historical evidence and bug/fix/retest fields preserved; no QA session ran."
RT-043,RT,Session thread transcript states,Operator,J-11,"Web SessionThread distinguishes transcript pending, transcript error, truly empty success, and non-empty rows; pending/error never show empty-state copy.",web SessionThread; Storybook components-assistant-ui-sessionthread states,untested,BUG-0020,fixed,pass,pending local diff,docs/qa/reports/2026-07-08-session-improvements.md; docs/qa/evidence/2026-07-08-session-improvements/browser-switchback-fixed-clean-primary.png; docs/qa/evidence/2026-07-08-session-improvements/http-running-detail.json; docs/qa/evidence/2026-07-08-session-improvements/http-stream-transcript-stale.sse,docs/qa/reports/2026-07-08-session-improvements.md,RT-018|RT-022|RT-023|RT-045,"story: As an operator returning to a running session I see whether transcript data is loading, failed, empty, or loaded, so I do not mistake a slow fetch for lost history. || Added by Task 03 QA tracker impact; flag only, not retested. || task_42: linked to J-11 (blank-on-return truthful-UI states); RT-045 owns the hero return. || src: .compozy/tasks/session-improvements/task_03.md || Task43 QA 2026-07-08: BUG-0020 fixed and retested; return/workspace-switch path renders the running transcript after provider-commit guard and E2E-web retest. || QA impact 2026-07-11: session catalogs became counted cursor pages with exact totals; transcript REST/SSE changed to bounded materialized pages with epoch/generation fences; attach, clear, lifecycle convergence, cache return, prompt persistence and scroll anchoring changed. Status remains untested for the changed contract. Planning update only; historical evidence and bug/fix/retest fields preserved; no QA session ran."
RT-044,RT,Session warm-return cache policy,Operator,J-12,Warm route return within the documented cache window renders transcript rows immediately; session detail/transcript cache is not evicted by the old 5-minute default.,web /agents/:name/sessions/:id route; TanStack Query session detail/transcript cache,untested,,,,,docs/qa/reports/2026-07-08-session-improvements.md,docs/qa/reports/2026-07-08-session-improvements.md,RT-012|RT-022|RT-043|RT-046,"story: As an operator returning to a recently opened session I see cached transcript rows immediately without a full-pane spinner. || Added by Task 06 QA tracker impact; flag only, not retested. || task_42: linked to J-12 (open-session-fast warm remount); RT-046 owns the open-fast hero. || src: .compozy/tasks/session-improvements/task_06.md || Task43 QA 2026-07-08: scenario covered by persona charter plus required E2E lanes; no open truthful-UI blocker observed. || QA impact 2026-07-11: session catalogs became counted cursor pages with exact totals; transcript REST/SSE changed to bounded materialized pages with epoch/generation fences; attach, clear, lifecycle convergence, cache return, prompt persistence and scroll anchoring changed. Stale verdict reset to untested. Planning update only; historical evidence and bug/fix/retest fields preserved; no QA session ran."
RT-045,RT,Return to running session shows transcript,Théo,J-11,"Returning to a live background session renders the persisted transcript (warm) or a skeleton then content (cold) — never a 'Start a conversation' pane; the badge never shows running after a terminal event and surfaces the failure reason without refresh; a transient transcript 5xx shows a retryable error pane that self-heals to content, never a silent permanent blank.",web session page via tab restore; session list; permalink /session/:id,untested,BUG-0020,fixed,pass,pending local diff,docs/qa/reports/2026-07-08-session-improvements.md; docs/qa/evidence/2026-07-08-session-improvements/browser-switchback-fixed-clean-primary.png; docs/qa/evidence/2026-07-08-session-improvements/http-running-detail.json; docs/qa/evidence/2026-07-08-session-improvements/http-stream-transcript-stale.sse,docs/qa/reports/2026-07-08-session-improvements.md,RT-043|RT-023|RT-015|RT-024|RT-041,"story: As a returning operator I always see my persisted running session on return — never a blank thread or a false status (blank-on-return hero). || Absorbs _qa.md NEW-1/NEW-2 plus the return-context of NEW-10/NEW-11; blank-thread and false-done are Blocks-Completion/Trust-Damage blockers (task 43). || task_42: minted for J-11 (session-improvements QA plan); qa_status untested pending task 43 execution. || src: .compozy/tasks/session-improvements/_qa.md section 3 J-A || Task43 QA 2026-07-08: BUG-0020 fixed and retested; return/workspace-switch path renders the running transcript after provider-commit guard and E2E-web retest. || QA impact 2026-07-11: session catalogs became counted cursor pages with exact totals; transcript REST/SSE changed to bounded materialized pages with epoch/generation fences; attach, clear, lifecycle convergence, cache return, prompt persistence and scroll anchoring changed. Status remains untested for the changed contract. Planning update only; historical evidence and bug/fix/retest fields preserved; no QA session ran."
RT-046,RT,Session opens in one loading phase,Nia,J-12,"First message paints after a single loading phase (<=2 round trips on a warm daemon); a deep link resolves once and redirects to the canonical route with no double spinner; an unknown id shows a clear not-found state, never an infinite spinner.",web session list click; web deep link /session/:id,untested,,,,,docs/qa/reports/2026-07-08-session-improvements.md,docs/qa/reports/2026-07-08-session-improvements.md,RT-012|RT-040|RT-044,"story: As a first-time viewer the session opens fast — one loading phase, deep link resolves once, no double flash. || Absorbs _qa.md NEW-4. || task_42: minted for J-12; qa_status untested pending task 43. || src: .compozy/tasks/session-improvements/_qa.md section 3 J-B || Task43 QA 2026-07-08: scenario covered by persona charter plus required E2E lanes; no open truthful-UI blocker observed. || QA impact 2026-07-11: session catalogs became counted cursor pages with exact totals; transcript REST/SSE changed to bounded materialized pages with epoch/generation fences; attach, clear, lifecycle convergence, cache return, prompt persistence and scroll anchoring changed. Status remains untested for the changed contract. Planning update only; historical evidence and bug/fix/retest fields preserved; no QA session ran."
RT-047,RT,Long transcript is tail-first and paged,Rafa,J-14,"A 1k+ event session paints a bounded tail quickly; scrolling up loads turn/message-aligned older pages gap-free via `before_sequence`, never an unbounded full-history read; the first visible message ID and offset remain stable even when live SSE appends new messages concurrently.",web thread scroll; GET .../transcript?before_sequence=,untested,,,,,docs/qa/reports/2026-07-08-session-improvements.md,docs/qa/reports/2026-07-08-session-improvements.md,RT-022|RT-046,"story: As a transcript reviewer a huge session opens tail-first and pages older history gap-free. || Absorbs _qa.md NEW-5; bridges J-12 (open) and J-14 (read), primary J-14. || task_42: minted; qa_status untested pending task 43. || src: .compozy/tasks/session-improvements/_qa.md section 3 J-B/J-D || Task43 QA 2026-07-08: scenario covered by persona charter plus required E2E lanes; no open truthful-UI blocker observed. || QA impact 2026-07-11: session catalogs became counted cursor pages with exact totals; transcript REST/SSE changed to bounded materialized pages with epoch/generation fences; attach, clear, lifecycle convergence, cache return, prompt persistence and scroll anchoring changed. Stale verdict reset to untested. Planning update only; historical evidence and bug/fix/retest fields preserved; no QA session ran."
RT-048,RT,Inline tool work grouping,Rafa,J-14,"Session thread groups consecutive tool calls within a turn, shows only the latest settled tool row by default, exposes previous calls through an inline toggle, and expanded rows preserve Bash/Edit/MCP outputs.","web SessionThread; systems/session ToolCallRow; Storybook components-custom-toolcallrow--live-stack, systems-session-toolcallrow--expanded-outputs, and components-assistant-ui-sessionthread--mixed-streaming",pass,,,,,docs/qa/reports/2026-07-08-session-improvements.md,docs/qa/reports/2026-07-08-session-improvements.md,RT-018|RT-022|RT-023,"story: As a transcript reviewer reading a tool-heavy session I can scan the current result without losing access to earlier tool payloads. || Task 25 replaced the filled ToolCallCard chrome with a single-line ToolCallRow (icon + heading + mono preview + status glyph, inline expand); grouping/toggle is task_26; task_27 fills the inline expand with structured Input (compact CodeBlock JSON) + Output (per-tool renderers) for every tool kind incl. generic MCP, selection-safe body, and per-tool-call copy. Added by session-improvements task_25/task_26/task_27 QA tracker impact; flag only, not retested. || task_42: minted from placeholder NEW-6 to RT-048 (J-14); entry_points quoting repaired. || src: .compozy/tasks/session-improvements/task_25.md; .compozy/tasks/session-improvements/task_26.md; .compozy/tasks/session-improvements/task_27.md || Task43 QA 2026-07-08: scenario covered by persona charter plus required E2E lanes; no open truthful-UI blocker observed."
RT-049,RT,Session turn folding,Rafa,J-14,"Settled assistant work turns fold to compact duration rows (""Worked for Xs"") while terminal assistant text stays visible; expanding a fold reveals reasoning/tools and collapsing restores the compact view without scroll jumps. The live turn stays inline; an interrupted turn stays expanded and shows a ""You stopped after Xs"" label instead of a collapse toggle.",web SessionThread; Storybook components-assistant-ui-sessionthread--folded-turns,pass,,,,,docs/qa/reports/2026-07-08-session-improvements.md,docs/qa/reports/2026-07-08-session-improvements.md,RT-018|RT-022|RT-043,"story: As an operator reviewing a long session I can keep final answers visible while inspecting earlier work only when needed. || Added by session-improvements task_28 QA tracker impact; flag only, not retested. || src: .compozy/tasks/session-improvements/task_28.md || Task43 QA 2026-07-08: scenario covered by persona charter plus required E2E lanes; no open truthful-UI blocker observed."
RT-050,RT,Reads during stop and finalize,Ada,J-15,Events history transcript and session detail remain readable while a session is stopping or finalizing; nil recorder races fall back to persisted storage instead of returning recorder-unavailable errors.,HTTP+UDS; CLI session events/history/transcript/status,untested,,,,,docs/qa/reports/2026-07-08-session-improvements.md,docs/qa/reports/2026-07-08-session-improvements.md,RT-013|RT-022,"story: As an operator stopping a session I can still read persisted history immediately and after finalization. || Added by session-improvements task_21 QA tracker impact; flag only, not retested. || src: .compozy/tasks/session-improvements/task_21.md || Task43 QA 2026-07-08: scenario covered by persona charter plus required E2E lanes; no open truthful-UI blocker observed. || QA impact 2026-07-11: session catalogs became counted cursor pages with exact totals; transcript REST/SSE changed to bounded materialized pages with epoch/generation fences; attach, clear, lifecycle convergence, cache return, prompt persistence and scroll anchoring changed. Stale verdict reset to untested. Planning update only; historical evidence and bug/fix/retest fields preserved; no QA session ran."
RT-051,RT,List/detail lifecycle convergence,Ada,J-15,List detail status and inspect agree on session lifecycle state through spawn active stopping stopped and daemon restart.,HTTP+UDS; web session list/detail/status,untested,,,,,docs/qa/reports/2026-07-08-session-improvements.md,docs/qa/reports/2026-07-08-session-improvements.md,RT-012|RT-024,"story: As an operator I never see list and detail disagree about whether a session is active stopping or stopped. || Added by session-improvements task_22 QA tracker impact; flag only, not retested. || src: .compozy/tasks/session-improvements/task_22.md || Task43 QA 2026-07-08: scenario covered by persona charter plus required E2E lanes; no open truthful-UI blocker observed. || QA impact 2026-07-11: session catalogs became counted cursor pages with exact totals; transcript REST/SSE changed to bounded materialized pages with epoch/generation fences; attach, clear, lifecycle convergence, cache return, prompt persistence and scroll anchoring changed. Stale verdict reset to untested. Planning update only; historical evidence and bug/fix/retest fields preserved; no QA session ran."
RT-052,RT,Inspector Usage tab shows real token/cost data,Rafa,J-14,"The inspector Usage tab renders real aggregated token usage from the daemon (`GET /api/workspaces/:workspace_id/sessions/:session_id/usage`, HTTP+UDS): tokens in, tokens out, total tokens, and total cost (currency-aware — USD renders as $, other ISO codes render as ""<amount> <CODE>"") as a metric grid, with an ""Across N turns"" caption when the aggregate spans turns. A session that reported no usage shows a truthful reachable empty state (""No usage yet""), never a permanently-empty metric surface. The previously always-empty tab and the fabricated per-turn rate/delta metrics no longer exist.",web session inspector Usage tab; `GET /api/workspaces/:workspace_id/sessions/:session_id/usage` (HTTP+UDS); Storybook systems-session-sessioninspector--usage-tab,untested,,,,,docs/qa/reports/2026-07-08-session-improvements.md,docs/qa/reports/2026-07-08-session-improvements.md,,"story: As a transcript reviewer I read a session's real token and cost usage instead of a structurally-empty tab. || truthful-ui: task 37 wired the Usage tab to the daemon token-stats aggregate via Observer.QueryTokenStats (getSessionUsage endpoint, codegen co-shipped on HTTP+UDS routers) and passed it through use-session-detail-page; UsageSection now shows only truthfully-available metrics (tokens in/out/total, cost) plus a reachable empty state — the old permanently-empty tab and fabricated rate/delta fields are deleted. Added by session-improvements task_37 QA tracker impact; flag only, not retested. || src: .compozy/tasks/session-improvements/task_37.md || Task43 QA 2026-07-08: scenario covered by persona charter plus required E2E lanes; no open truthful-UI blocker observed. || QA impact 2026-07-11: session catalogs became counted cursor pages with exact totals; transcript REST/SSE changed to bounded materialized pages with epoch/generation fences; attach, clear, lifecycle convergence, cache return, prompt persistence and scroll anchoring changed. Status remains untested for the changed contract. Planning update only; historical evidence and bug/fix/retest fields preserved; no QA session ran."
RT-053,RT,Message hover toolbar (copy + timestamp),Rafa,J-14,Hovering or keyboard-focusing (focus-within) a settled assistant message reveals a copy affordance (whole markdown source) plus the turn timestamp; copy is hidden while the turn streams and on pure tool-work turns with no text answer. User messages reveal a copy affordance too. Copy flips to a check on success.,web SessionThread; Storybook components-assistant-ui-sessionthread--hover-toolbar,pass,,,,,docs/qa/reports/2026-07-08-session-improvements.md,docs/qa/reports/2026-07-08-session-improvements.md,RT-043|RT-049,"story: As a transcript reviewer I can copy any settled assistant answer's markdown source from the thread and see when the turn landed. || Added by session-improvements task_29 QA tracker impact; flag only, not retested. Orphaned copy-button.tsx deleted in favor of the shared @agh/ui CopyIconButton. || src: .compozy/tasks/session-improvements/task_29.md || Task43 QA 2026-07-08: scenario covered by persona charter plus required E2E lanes; no open truthful-UI blocker observed."
RT-054,RT,Streaming indicators (typing dots + Working for Xs timer),Théo,J-13,"While an assistant turn streams the thread shows a working row: three staggered typing dots plus a live Working-for-Xs tabular-nums timer that counts up, and the row disappears once the turn settles. Under prefers-reduced-motion the row degrades to a static Working label with no animation classes in the DOM.","web SessionThread; Storybook components-assistant-ui-sessionworkingrow--motion, components-assistant-ui-sessionworkingrow--reduced-motion, components-assistant-ui-sessionthread--mixed-streaming",pass,,,,,docs/qa/reports/2026-07-08-session-improvements.md,docs/qa/reports/2026-07-08-session-improvements.md,RT-018|RT-023|RT-049,"story: As an operator watching live agent work I can see the turn is still working and for how long it has been running. || The dead Spinner Thinking working row is replaced by T3-style typing dots (wiring the previously-unused typing-bounce keyframe via the @agh/ui TypingDots primitive, dots bg-subtle) plus a self-ticking Working-for-Xs timer that never forces a per-second React commit; prefers-reduced-motion degrades to a static label. Added by session-improvements task_30 QA tracker impact; flag only, not retested. || src: .compozy/tasks/session-improvements/task_30.md || Task43 QA 2026-07-08: scenario covered by persona charter plus required E2E lanes; no open truthful-UI blocker observed."
RT-055,RT,Flattened grouped reasoning (thought process),Rafa,J-14,"Session thread renders agent reasoning as a muted collapsible row (Brain glyph + italic Thinking/Thought process label) on the tool-row rail — no bordered box and no double indent; consecutive reasoning updates group into one row with an N updates count; content renders as markdown (lists, inline code, fenced code) inside an indented left-rule region; the row auto-opens while streaming with a typing-dots live indicator and auto-collapses once settled unless the operator toggles it.","web SessionThread; systems/session ThinkingBlock; Storybook systems-session-thinkingblock--collapsed, systems-session-thinkingblock--expanded, systems-session-thinkingblock--grouped, systems-session-thinkingblock--streaming",pass,,,,,docs/qa/reports/2026-07-08-session-improvements.md,docs/qa/reports/2026-07-08-session-improvements.md,RT-043|RT-048|RT-049,"story: As an operator scanning a session I can glance past the agent's reasoning yet expand it as markdown inline, aligned with the tool rows. || Task 31 flattened the bordered ThinkingBlock box to the indented tool-row rail, rendered reasoning via MessageMarkdown, grouped consecutive reasoning parts into one N-updates row in the task-26 derive layer, and switched the streaming indicator to the @agh/ui TypingDots language (streaming reasoning now correctly auto-opens; the prior state!=running check mis-treated the wire streaming state as complete). Added by session-improvements task_31 QA tracker impact; flag only, not retested. || src: .compozy/tasks/session-improvements/task_31.md || Task43 QA 2026-07-08: scenario covered by persona charter plus required E2E lanes; no open truthful-UI blocker observed."
RT-056,RT,Per-tool icons + visible tense-aware verbs,Rafa,J-14,"Each session tool row shows a per-tool icon and a visible tense-aware verb + target instead of the raw tool name plus a terminal icon for every tool: terminal (Bash), file-text (Read), file-pen (Write/Edit), magnifier (Grep), folder-search (Glob), globe (WebSearch/WebFetch), an AGH-native family glyph (agh__memory_* → Brain, agh__network_* → Radio, agh__edit → file-pen), the MCP connector glyph (mcp__* → Plug), and a generic tool fallback for unknown ids. The verb reads active while running (Reading… / Running…), past when settled (Read file / Ran command), and failure form on error (Failed to read file).","web SessionThread; systems/session ToolCallRow; Storybook systems-session-toolcallrow--mixed-tool-batch, systems-session-toolcallrow--expanded-outputs, systems-session-toolcallrow--error",pass,,,,,docs/qa/reports/2026-07-08-session-improvements.md,docs/qa/reports/2026-07-08-session-improvements.md,RT-048|RT-018,"story: As an operator scanning a tool-heavy session I can tell at a glance what each tool did (icon + verb + target) without decoding raw tool ids. || Task 32 wired the dead getToolIcon/TOOL_ICONS map (extended for agh__* native families + mcp__* bridge tools) as the ToolCallRow icon prop and surfaced the previously sr-only getToolLabel verb as the visible heading; deleted the dead tone system (getToolTone/toolToneClass) and isRegisteredToolName from tool-labels.ts. Added by session-improvements task_32 QA tracker impact; flag only, not retested. || src: .compozy/tasks/session-improvements/task_32.md || Task43 QA 2026-07-08: scenario covered by persona charter plus required E2E lanes; no open truthful-UI blocker observed."
RT-057,RT,Unified tool status/error row states,Rafa,J-14,"Every session tool row expresses one status language as a single trailing glyph + tone: pending (muted, no glyph while it prepares input), running (spinner), failed (X danger — the heading turns danger only for a true runtime error, never for error-shaped output), success (check), and empty-neutral (minus). A neutral row shows the minus glyph while the turn streams and promotes to the success check only once the turn settles (no premature green mid-stream). The two legacy special-case boxes — the bordered ""preparing input"" box and the danger ""error without result"" box — no longer exist; a failed row shows the tool's real error detail inline instead of a repeated verb.","web SessionThread; systems/session ToolCallRow; @agh/ui ToolCallStatusIcon; Storybook systems-session-toolcallrow--status-matrix, systems-session-toolcallrow--error",pass,,,,,docs/qa/reports/2026-07-08-session-improvements.md,docs/qa/reports/2026-07-08-session-improvements.md,RT-056|RT-048,"story: As an operator scanning a session I read every tool's outcome from one consistent glyph language and can tell a real failure from noisy-but-successful output at a glance. || Task 33 folded the three tool status/error chromes into ToolCallRow states via deriveToolRowStatus (prefers explicit AGH toolError then result.error over a stderr-scoped last-resort heuristic) with neutral→success settle promotion; renamed the @agh/ui ToolCallStatus to pending|running|failed|success|empty and remapped the status glyph (pending renders no glyph). Added by session-improvements task_33 QA tracker impact; flag only, not retested. || src: .compozy/tasks/session-improvements/task_33.md || Task43 QA 2026-07-08: scenario covered by persona charter plus required E2E lanes; no open truthful-UI blocker observed."
RT-058,RT,Live-follow scroll modes + scroll-to-bottom pill,Théo,J-13,"The thread has explicit follow, reader-controlled, and resume-follow modes; wheel/touch/pointer input reveals an accessible scroll-to-bottom control, sending anchors the user message, disclosures preserve reading position, and loading older history preserves the first visible message ID and offset even while SSE appends at the bottom; reconnect never remounts or jumps the thread.",web SessionThread; hooks/use-virtualized-thread-messages; Storybook components-assistant-ui-sessionthread--scroll-to-bottom-affordance,untested,,,,,docs/qa/reports/2026-07-08-session-improvements.md,docs/qa/reports/2026-07-08-session-improvements.md,RT-049,"story: As an operator following a live run I stay pinned to the newest output, can scroll back to read earlier work without being yanked, and click a pill to return to the live edge. || Task 34 replaced the naive 96px stick-to-bottom with the T3 three-mode machine (following-end/anchoring-new-turn/free-scrolling) ported into timeline-scroll-anchoring.ts, added the Synara-styled scroll-to-bottom pill remapped to AGH neutral tokens (no glass), deduped the 144 estimate into one constant with per-row-kind estimates, and removed the ReadonlyThreadProvider id-join remount (committed-count render gate) so streaming appends/reconnects keep scroll stable. Added by session-improvements task_34 QA tracker impact; flag only, not retested. E2E scroll-hold-during-streaming evidence (E2E-web-8 / J-C) belongs to the next QA execution cycle. || src: .compozy/tasks/session-improvements/task_34.md || Task43 QA 2026-07-08: scenario covered by persona charter plus required E2E lanes; no open truthful-UI blocker observed. || QA impact 2026-07-11: session catalogs became counted cursor pages with exact totals; transcript REST/SSE changed to bounded materialized pages with epoch/generation fences; attach, clear, lifecycle convergence, cache return, prompt persistence and scroll anchoring changed. Stale verdict reset to untested. Planning update only; historical evidence and bug/fix/retest fields preserved; no QA session ran."
RT-059,RT,Composer contrast + running semantics + Clear relocation + queued-prompt rows,Théo,J-13,"The session composer input box is raised onto the elevated surface with a strong hairline so it reads distinctly from the canvas-soft shell. While a turn runs, Enter queues the draft (with a visible ""Enter to queue"" hint) instead of sending, and the primary round button swaps from the accent Send disc to a danger Stop disc; the Queue/Steer/Interrupt busy controls stay available. Queued prompts render as rows fused onto the composer top, each showing the prompt preview with steer/edit/remove actions wired to the durable input queue (real queue_entry_id); the strip clears when the turn settles or on interrupt. Clear-conversation is no longer beside the prompt input — it moved to the topbar (Eraser action opening a confirm dialog).","web SessionThread composer; hooks/use-session-page-controls; hooks/use-session-topbar-slot; Storybook components-assistant-ui-sessionthread--queued-composer, --busy-input-controls, --empty",untested,,,,,docs/qa/reports/2026-07-08-session-improvements.md,docs/qa/reports/2026-07-08-session-improvements.md,RT-019|RT-020,"story: As an operator I always know what Enter does mid-run (queue, matching the visible hint), can see and edit/steer/drop what I've queued, and reach a destructive Clear from the topbar rather than one keystroke from the prompt. || Task 35 raised the composer box onto --elevated + --line-strong, mapped Enter-while-running to Queue via a preventDefault interception that also suppresses assistant-ui's runtime send, swapped the primary disc Send<->Stop (danger) by phase, moved Clear-conversation into the topbar (useSessionTopbarSlot + page-level confirm dialog), and added a truthful client-tracked queued-prompt strip (SessionComposerQueuedPrompts) fed by real queue_entry_ids with steer/edit/remove wired to the queue/steer/cancel APIs and cleared on settle/interrupt. Added by session-improvements task_35 QA tracker impact; flag only, not retested. E2E queue-two-prompts-dispatch-in-order (E2E-web-9 / J-C) belongs to the next QA execution cycle (tasks 42/43). || src: .compozy/tasks/session-improvements/task_35.md || Task43 QA 2026-07-08: scenario covered by persona charter plus required E2E lanes; no open truthful-UI blocker observed."
RT-060,RT,Per-turn changed-files roll-up,Rafa,J-14,"A settled assistant turn that modified files closes with one collapsed ""Edited N files"" roll-up card at the turn tail (below the folded work and the terminal answer) showing the total +additions/-deletions; expanding it lists each modified file with its own +/- diff stats. Same file edited twice within a turn counts once with summed stats; a turn that modified no files shows no roll-up; a live (streaming) turn shows none (display-only settled). Diff stats are derived from the Edit (old_string/new_string line diff) and Write (content line count) tool payloads — AGH exposes no checkpoint, so the card carries no Undo/Review actions (truthful UI).","web SessionThread; components/assistant-ui session-changed-files-row; Storybook components-assistant-ui-changedfilesrollup--collapsed, components-assistant-ui-changedfilesrollup--expanded, components-assistant-ui-sessionthread--changed-files-rollup",pass,,,,,docs/qa/reports/2026-07-08-session-improvements.md,docs/qa/reports/2026-07-08-session-improvements.md,RT-049,"story: As a transcript reviewer I can audit exactly which files an editing turn changed and by how much without hunting through individual tool rows or the right-rail Files tab. || Task 36 aggregates settled Edit/Write tool parts per turn in the task-26 derive layer (session-timeline-changed-files.ts, appended by the fold layer) and renders the analysis/07 §4.2 #26 card (radius-lg + border-line + bg-canvas-soft + Eyebrow header, never bg-card/45 translucency or custom shadow), display-only. Added by session-improvements task_36 QA tracker impact; flag only, not retested. || src: .compozy/tasks/session-improvements/task_36.md || Task43 QA 2026-07-08: scenario covered by persona charter plus required E2E lanes; no open truthful-UI blocker observed."
RT-061,RT,Apply advertised reasoning before first prompt,Bruno,J-21,Claude `max` and Codex explicit `none` apply through ACP after model selection and before the first prompt; omitted effort sends no effort RPC.,`POST /api/sessions`; UDS/CLI `agh session new`; ACP mock,pass,BUG-0024,fixed,pass,,/Users/pedronauck/dev/qa-labs/agh-model-selector-20260710-194713-914643-lab/qa-artifacts/qa/model-selector-evidence.md;docs/qa/reports/2026-07-10-model-selector.md,docs/qa/reports/2026-07-10-model-selector.md,RT-010,"story: As an operator or agent I choose an advertised effort and know the adapter applies it in deterministic order. || Added by model-selector task_01 QA tracker impact; flag only, not retested. || src: .compozy/tasks/model-selector/task_01.md || Model-selector QA 2026-07-10: charter walked; live/manual, structured-surface, and official E2E evidence passed. BUG-0024 is fixed and retested in the uncommitted worktree; no SHA exists by explicit user direction."
RT-062,RT,Reject unavailable model or reasoning before prompt,Ada,J-21,"`model_unavailable`, `reasoning_option_missing`, and `reasoning_effort_unsupported` fail before prompt; HTTP/UDS returns 422 and `agh session new` preserves the code. AGH exposes no native session-create tool.",POST /api/sessions over HTTP+UDS; CLI agh session new; ACP mock,pass,,,,,/Users/pedronauck/dev/qa-labs/agh-model-selector-20260710-194713-914643-lab/qa-artifacts/qa/model-selector-evidence.md;docs/qa/reports/2026-07-10-model-selector.md,docs/qa/reports/2026-07-10-model-selector.md,RT-010,"story: As an autonomous operator I receive a deterministic diagnostic instead of a silent fallback or partially started session. || Added by model-selector task_01 QA tracker impact; flag only, not retested. || src: .compozy/tasks/model-selector/task_01.md || Model-selector QA 2026-07-10: charter walked; live/manual, structured-surface, and official E2E evidence passed."
